cre_jgi5_5	MapManId	MapManDescription
Cre03.g199950		
Cre03.g210849	GMM:29.4	protein.postranslational modification
Cre03.g150550		
Cre03.g156000		
Cre03.g170601		
Cre03.g186000		
Cre03.g145707		
Cre03.g201400	GMM:29.4	protein.postranslational modification
Cre03.g184700	GMM:29.5	protein.degradation
Cre03.g177476		
Cre03.g199500		
Cre03.g179050		
Cre03.g160500	GMM:29.1.6	protein.aa activation.lysine-tRNA ligase
Cre03.g209169		
Cre03.g181400	GMM:13.1.6.5.1	amino acid metabolism.synthesis.aromatic aa.tryptophan.anthranilate synthase
Cre03.g159200	GMM:29.5.11.4.1	protein.degradation.ubiquitin.E3.HECT
Cre03.g154250	GMM:3.6;GMM:29.4.1;GMM:29.4	minor CHO metabolism.callose;protein.postranslational modification.kinase;protein.postranslational modification
Cre03.g205428		
Cre03.g170650		
Cre03.g168150	GMM:29.4	protein.postranslational modification
Cre03.g195600	GMM:3.2.4	minor CHO metabolism.trehalose.trehalase
Cre03.g163850	GMM:29.5.11.4.2;GMM:27.3.11	protein.degradation.ubiquitin.E3.RING;RNA.regulation of transcription.C2H2 zinc finger family
Cre03.g150251		
Cre03.g149750		
Cre03.g182100	GMM:30.4.5	signalling.phosphinositides.inositol-tetrakisphosphate 1-kinase
Cre03.g182050	GMM:11.1.9	lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase
Cre03.g152450	GMM:31.4;GMM:27.3.48	cell.vesicle transport;RNA.regulation of transcription.FHA transcription factor
Cre03.g177053	GMM:33.99;GMM:17.2.2	development.unspecified;hormone metabolism.auxin.signal transduction
Cre03.g199750	GMM:26.23	misc.rhodanese
Cre01.g013800		
Cre01.g061077	GMM:13	amino acid metabolism
Cre01.g003508		
Cre01.g052650	GMM:31.6.1.10;GMM:26.13	cell.motility.eukaryotes.flagellar associated proteins;misc.acid and other phosphatases
Cre01.g024300		
Cre01.g007774		
Cre01.g028050		
Cre01.g049750		
Cre01.g054050		
Cre01.g051050		
Cre01.g055100	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre01.g014500	GMM:30.6;GMM:29.4.1;GMM:29.4	signalling.MAP kinases;protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g025700		
Cre01.g033532		
Cre01.g024250		
Cre01.g048850	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors
Cre01.g019950	GMM:29.9;GMM:20.2.1	protein.co-chaperones;stress.abiotic.heat
Cre01.g066917	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II
Cre01.g055600	GMM:31.1	cell.organisation
Cre01.g024200	GMM:27.1.3.9;GMM:27.1	RNA.processing.3' end processing.CstF64;RNA.processing
Cre01.g028900		
Cre01.g051174		
Cre01.g016900		
Cre01.g031550	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre01.g041450	GMM:29.4	protein.postranslational modification
Cre01.g026050		
Cre01.g006450	GMM:20.2.3	stress.abiotic.drought/salt
Cre01.g013050	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
Cre01.g055500	GMM:11.1.8	lipid metabolism.FA synthesis and FA elongation.acyl CoA ligase
Cre01.g041700		
Cre01.g042700		
Cre01.g053288	GMM:33.99	development.unspecified
Cre01.g008402		
Cre01.g024950		
Cre01.g013100		
Cre01.g021050	GMM:34.9;GMM:29.3.2	transport.metabolite transporters at the mitochondrial membrane;protein.targeting.mitochondria
Cre01.g008100	GMM:27.3.12	RNA.regulation of transcription.C3H zinc finger family
Cre01.g039900	GMM:27.1.19	RNA.processing.ribonucleases
Cre01.g029300	GMM:4.1.7;GMM:1.3.5	glycolysis.cytosolic branch.triosephosphate isomerase (TPI);PS.calvin cycle.TPI
Cre01.g002500	GMM:30.11	signalling.light
Cre01.g008950		
Cre01.g003376	GMM:31.2;GMM:20.2.1	cell.division;stress.abiotic.heat
Cre01.g019700	GMM:27.1	RNA.processing
Cre01.g036850	GMM:13.2.2.2	amino acid metabolism.degradation.glutamate family.proline
Cre01.g019650		
Cre01.g006700		
Cre01.g002234		
Cre01.g000500		
Cre01.g010550		
Cre01.g029800		
Cre01.g014150	GMM:34.99	transport.misc
Cre01.g050200	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre01.g001000		
Cre01.g030450	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease
Cre01.g046500		
Cre01.g010900	GMM:4.1.8;GMM:1.3.4	glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH);PS.calvin cycle.GAP
Cre01.g010296		
Cre01.g032150		
Cre01.g002750		
Cre01.g025726	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
Cre01.g004400		
Cre01.g008051	GMM:29.5.7	protein.degradation.metalloprotease
Cre01.g005850	GMM:31.6.1.10	cell.motility.eukaryotes.flagellar associated proteins
Cre01.g030800	GMM:30.11.1	signalling.light.COP9 signalosome
Cre01.g022750	GMM:31.6.1.10	cell.motility.eukaryotes.flagellar associated proteins
Cre01.g040750	GMM:27.3.63	RNA.regulation of transcription.PHD finger transcription factor
Cre01.g028000		
Cre01.g032550		
Cre01.g022900		
Cre01.g012222		
Cre01.g004800	GMM:27.3.60	RNA.regulation of transcription.NIN-like bZIP-related family
Cre01.g033091	GMM:27.1.19	RNA.processing.ribonucleases
Cre01.g042000		
Cre01.g014950		
Cre01.g027450	GMM:21.1	redox.thioredoxin
Cre01.g034500		
Cre01.g048150		
Cre01.g040450	GMM:30.2.99;GMM:30.10;GMM:3.1	signalling.receptor kinases.misc;signalling.phosphorelay;minor CHO metabolism.raffinose family
Cre01.g052450		
Cre01.g051850		
Cre01.g004651		
Cre01.g011660		
Cre01.g001685		
Cre01.g040476		
Cre01.g038350		
Cre01.g035500	GMM:30.9;GMM:30.4.2;GMM:3.9	signalling.lipids;signalling.phosphinositides.phosphatidylinositol 4-kinase;signalling.lipids
Cre01.g055050	GMM:29.5.3	protein.degradation.cysteine protease
Cre01.g032450		
Cre01.g057426		
Cre01.g025450		
Cre01.g034050	GMM:16.2	secondary metabolism.phenylpropanoids
Cre01.g009300	GMM:30.4	signalling.phosphinositides
Cre01.g033900	GMM:27.3.28	RNA.regulation of transcription.squamosa promoter binding protein family (SBP)
Cre01.g032950		
Cre01.g055436		
Cre01.g009800		
Cre01.g030950		
Cre01.g006733		
Cre01.g041900		
Cre01.g016001		
Cre01.g027000	GMM:29.2.1.99.2.5;GMM:29.2.1.2.2.16;GMM:29.2.1.2.2.11	protein.synthesis.ribosomal protein.unknown.large subunit.L5;protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L16;protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11
Cre01.g053200	GMM:28.99	DNA.unspecified
Cre01.g045426		
Cre01.g018650		
Cre01.g029450	GMM:27.3.62;GMM:27.3.53	RNA.regulation of transcription.nucleosome/chromatin assembly factor group;RNA.regulation of transcription.high mobility group family (HMG)
Cre01.g042250		
Cre01.g006150	GMM:29.2.4	protein.synthesis.elongation
Cre01.g038050	GMM:31.9	cell.eyespot
Cre01.g050900		
Cre01.g003950		
Cre01.g013850		
Cre01.g017850		
Cre01.g000200		
Cre01.g017600		
Cre01.g017250		
Cre01.g007150		
Cre01.g047850	GMM:16.2	secondary metabolism.phenylpropanoids
Cre01.g036400	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
Cre01.g027200	GMM:29.5.11.3	protein.degradation.ubiquitin.E2
Cre01.g030150		
Cre01.g024050		
Cre01.g045200	GMM:17.7.1.4	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase cyclase
Cre01.g043300		
Cre01.g054650		
Cre01.g015700	GMM:29.5;GMM:13.1.3.4.12	protein.degradation;amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase
Cre01.g049450		
Cre01.g046450		
Cre01.g028450	GMM:29.2.2.3.3	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.methylotransferases
Cre01.g000250		
Cre01.g020400	GMM:33.99	development.unspecified
Cre01.g009025		
Cre01.g007200	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre01.g021800	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
Cre01.g019400		
Cre01.g049132		
Cre01.g018500	GMM:29.4	protein.postranslational modification
Cre01.g037250		
Cre01.g001983		
Cre01.g027950	GMM:31.6.1.3.2.2	cell.motility.eukaryotes.intraflagellar transport.IFT particle protein.complex B
Cre01.g064727	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g068377	GMM:33.99	development.unspecified
Cre01.g053450		
Cre01.g016100		
Cre01.g027100	GMM:29.5;GMM:29.3.2	protein.degradation;protein.targeting.mitochondria
Cre01.g007500	GMM:34.14	transport.unspecified cations
Cre01.g044450		
Cre01.g027550	GMM:26.10	misc.cytochrome P450
Cre01.g018800	GMM:9.9;GMM:34.1.1	mitochondrial electron transport / ATP synthesis.F1-ATPase;transport.p- and v-ATPases.H+-transporting two-sector ATPase
Cre01.g049250		
Cre01.g054700		
Cre01.g004950		
Cre01.g023650	GMM:34.3	transport.amino acids
Cre01.g026350		
Cre01.g040100		
Cre01.g045950		
Cre01.g038000	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g053600	GMM:29.2.1.99.2.27	protein.synthesis.ribosomal protein.unknown.large subunit.L27
Cre01.g025350		
Cre01.g000350	GMM:1.1.5.4	PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase
Cre01.g014200		
Cre01.g028150		
Cre01.g044550		
Cre01.g048501	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease
Cre01.g013750		
Cre01.g053100		
Cre01.g025808		
Cre01.g020182		
Cre01.g039702		
Cre01.g036250	GMM:30.3;GMM:30.1;GMM:29.4.1;GMM:29.4	signalling.calcium;signalling.in sugar and nutrient physiology;protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g010700	GMM:31.4	cell.vesicle transport
Cre01.g025600		
Cre01.g039050		
Cre01.g040000	GMM:29.2.1.2.2.26	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L26
Cre01.g044150		
Cre01.g055473		
Cre01.g006800	GMM:29.4	protein.postranslational modification
Cre01.g052800	GMM:31.3;GMM:31.2;GMM:30.6;GMM:3.6;GMM:29.4	cell.cycle;cell.division;signalling.MAP kinases;minor CHO metabolism.callose;protein.postranslational modification
Cre01.g001250		
Cre01.g012175		
Cre01.g016700		
Cre01.g052200	GMM:27.4	RNA.RNA binding
Cre01.g015250	GMM:28.1	DNA.synthesis/chromatin structure
Cre01.g047950	GMM:31.6.1.3.2.2	cell.motility.eukaryotes.intraflagellar transport.IFT particle protein.complex B
Cre01.g035950		
Cre01.g038650	GMM:27.4;GMM:27.1.1	RNA.RNA binding;RNA.processing.splicing
Cre01.g030050	GMM:29.2.1.99.2.34	protein.synthesis.ribosomal protein.unknown.large subunit.L34
Cre01.g038250	GMM:13.2.7;GMM:11.3	amino acid metabolism.degradation.histidine;lipid metabolism.phospholipid synthesis
Cre01.g046237	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors
Cre01.g010800	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease
Cre01.g036750		
Cre01.g005150	GMM:13.1.5.2.3;GMM:13.1.1.3.11;GMM:1.2.3	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.serine glyoxylate aminotransferase;amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase;PS.photorespiration.aminotransferases peroxisomal
Cre01.g036150		
Cre01.g050600	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
Cre01.g012750	GMM:34.15	transport.potassium
Cre01.g025250	GMM:18.3	Co-factor and vitamine metabolism.riboflavin
Cre01.g051250	GMM:31.6.1.6.1;GMM:31.6.1.4.1	cell.motility.eukaryotes.central pair.C1a;cell.motility.eukaryotes.axonemal dyneins.outer arm
Cre01.g001800	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g014600	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g025150		
Cre01.g040801		
Cre01.g063997	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins
Cre01.g007950	GMM:26.1	misc.misc2
Cre01.g027800	GMM:34.1.1.6;GMM:34.1.1	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit H;transport.p- and v-ATPases.H+-transporting two-sector ATPase
Cre01.g038151	GMM:31.2;GMM:29.5.11.20;GMM:27.3.42	cell.division;protein.degradation.ubiquitin.proteasom;RNA.regulation of transcription.bromodomain proteins
Cre01.g014700		
Cre01.g021450	GMM:20.1.3	stress.biotic.signalling
Cre01.g003650		
Cre01.g000800		
Cre01.g028950	GMM:26.23	misc.rhodanese
Cre01.g038400	GMM:30.3;GMM:3.3	signalling.calcium;minor CHO metabolism.sugar alcohols
Cre01.g016200	GMM:34.14;GMM:20.1.3.1	transport.unspecified cations;stress.biotic.signalling.MLO-like
Cre01.g036550		
Cre01.g030700	GMM:29.4	protein.postranslational modification
Cre01.g002824	GMM:26.16	misc.myrosinases-lectin-jacalin
Cre01.g020950	GMM:29.2.6	protein.synthesis.ribosomal RNA
Cre01.g063632	GMM:28.2	DNA.repair
Cre01.g001100		
Cre01.g037650		
Cre01.g046650		
Cre01.g011200	GMM:27.3	RNA.regulation of transcription
Cre01.g003475		
Cre01.g021350		
Cre01.g047265		
Cre01.g061807	GMM:20.1;GMM:2.1	stress.biotic;major CHO metabolism.synthesis
Cre01.g021700	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre01.g041752	GMM:31.6.1.1	cell.motility.eukaryotes.basal bodies
Cre01.g035200		
Cre01.g008300		
Cre01.g053950		
Cre01.g039250	GMM:29.2.1.2.1.2	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S2
Cre01.g010150		
Cre01.g029900	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre01.g009200		
Cre01.g039350	GMM:26.10;GMM:26.1;GMM:16.2	misc.cytochrome P450;misc.misc2;secondary metabolism.phenylpropanoids
Cre01.g043700		
Cre01.g024400	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified
Cre01.g022100	GMM:29.5.11.4.1	protein.degradation.ubiquitin.E3.HECT
Cre01.g043850	GMM:30.6;GMM:29.4.1;GMM:29.4	signalling.MAP kinases;protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g019300		
Cre01.g048250		
Cre01.g009500	GMM:30.3;GMM:29.4	signalling.calcium;protein.postranslational modification
Cre01.g040517		
Cre01.g047700	GMM:31.3.1;GMM:29.6.3.2	cell.cycle.peptidylprolyl isomerase;protein.folding.immunophilins (IMM).cyclophilins
Cre01.g033700		
Cre01.g005050		
Cre01.g041000		
Cre01.g049100		
Cre01.g007051	GMM:29.5.11;GMM:29.2.1.2.2.40	protein.degradation.ubiquitin;protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L40
Cre01.g020701		
Cre01.g012650	GMM:34.15	transport.potassium
Cre01.g029400	GMM:34.99	transport.misc
Cre01.g053360		
Cre01.g037500		
Cre01.g013500		
Cre01.g001400	GMM:29.5	protein.degradation
Cre01.g023200		
Cre01.g005950		
Cre01.g029550		
Cre01.g026700		
Cre01.g054950	GMM:29.3.2	protein.targeting.mitochondria
Cre01.g030900	GMM:18.5.2.4;GMM:11.1.8	Co-factor and vitamine metabolism.folate and vitamine K.vitamine K.succinyl-benzoyl CoA synthetase;lipid metabolism.FA synthesis and FA elongation.acyl CoA ligase
Cre01.g049950	GMM:29.5.1	protein.degradation.subtilases
Cre01.g050616		
Cre01.g037751		
Cre01.g016750	GMM:20.2.5;GMM:1.1.1.2	stress.abiotic.light;PS.lightreaction.photosystem II.PSII polypeptide subunits
Cre01.g028713		
Cre01.g016500		
Cre01.g016514	GMM:8.1.1.3;GMM:11.1.31	TCA / organic transformation.TCA.pyruvate DH.E3;lipid metabolism.FA synthesis and FA elongation.pyruvate DH
Cre01.g031050	GMM:27.3.52	RNA.regulation of transcription.global transcription factor group
Cre01.g006000		
Cre01.g035850	GMM:31.4;GMM:29.3.4.2	cell.vesicle transport;protein.targeting.secretory pathway.golgi
Cre01.g032350		
Cre01.g027350	GMM:27.1	RNA.processing
Cre01.g055432	GMM:34.99;GMM:31.2.5	transport.misc;cell.division.plastid
Cre01.g069837		
Cre01.g023950		
Cre01.g003050	GMM:31.4	cell.vesicle transport
Cre01.g000450		
Cre01.g043150		
Cre01.g047600	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
Cre01.g029200	GMM:31.2	cell.division
Cre01.g051000	GMM:26.6	misc.O-methyl transferases
Cre01.g017500	GMM:29.5.11.4.2;GMM:29.2.2.3.99;GMM:29.2.2.1	protein.degradation.ubiquitin.E3.RING;protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.misc;protein.synthesis.ribosome biogenesis.export from nucleus
Cre01.g005600		
Cre01.g022666		
Cre01.g031250		
Cre01.g006550		
Cre01.g017450	GMM:28.1	DNA.synthesis/chromatin structure
Cre01.g037350		
Cre01.g005701		
Cre01.g022550		
Cre01.g043450		
Cre01.g028600	GMM:26.8;GMM:16.4.1	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases;secondary metabolism.N misc.alkaloid-like"
Cre01.g034800		
Cre01.g012950	GMM:30.2.99;GMM:30.11;GMM:29.4.1	signalling.receptor kinases.misc;signalling.light;protein.postranslational modification.kinase
Cre01.g023500		
Cre01.g033550	GMM:21.1.1;GMM:21.1	redox.thioredoxin.PDIL;redox.thioredoxin
Cre01.g045500		
Cre01.g035400		
Cre01.g004350	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins
Cre01.g031726		
Cre01.g070932	GMM:33.3;GMM:27.3.28	development.squamosa promoter binding like (SPL);RNA.regulation of transcription.squamosa promoter binding protein family (SBP)
Cre01.g022450		
Cre01.g031951		
Cre01.g019850	GMM:29.5.9;GMM:29.5.7	protein.degradation.AAA type;protein.degradation.metalloprotease
Cre01.g017900		
Cre01.g033050		
Cre01.g039626		
Cre01.g042100		
Cre01.g046800		
Cre01.g046850	GMM:29.5.11.3;GMM:29.5.11	protein.degradation.ubiquitin.E2;protein.degradation.ubiquitin
Cre01.g018900	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre01.g042352	GMM:29.4.1	protein.postranslational modification.kinase
Cre01.g054550		
Cre01.g008850		
Cre01.g015850		
Cre01.g026450	GMM:27.1.1	RNA.processing.splicing
Cre01.g044200		
Cre01.g002300	GMM:31.3.1;GMM:29.6.3.2	cell.cycle.peptidylprolyl isomerase;protein.folding.immunophilins (IMM).cyclophilins
Cre01.g027700		
Cre01.g055461		
Cre01.g044400		
Cre01.g012800		
Cre01.g026500	GMM:29.5.4;GMM:27.3.99	protein.degradation.aspartate protease;RNA.regulation of transcription.unclassified
Cre01.g032250		
Cre01.g003700		
Cre01.g022462		
Cre01.g041650		
Cre01.g011630		
Cre01.g033832	GMM:28.1	DNA.synthesis/chromatin structure
Cre01.g033350	GMM:16.4.2.1	secondary metabolism.N misc.betaine.betaine-aldehyde dehydrogenase
Cre01.g025500		
Cre01.g001501		
Cre01.g012450	GMM:29.5.11.4.1	protein.degradation.ubiquitin.E3.HECT
Cre01.g029100	GMM:28.1	DNA.synthesis/chromatin structure
Cre01.g018200	GMM:27.3.63	RNA.regulation of transcription.PHD finger transcription factor
Cre01.g044650	GMM:30.3;GMM:3.3	signalling.calcium;minor CHO metabolism.sugar alcohols
Cre01.g048050	GMM:18.4.6	Co-factor and vitamine metabolism.pantothenate.phosphopantothenoylcysteine synthetase (PPCS)
Cre01.g049550		
Cre01.g038850	GMM:27.4	RNA.RNA binding
Cre01.g029950		
Cre01.g029700		
Cre01.g030600	GMM:3.6;GMM:29.4	minor CHO metabolism.callose;protein.postranslational modification
Cre01.g040900		
Cre01.g046600		
Cre01.g046501		
Cre01.g034850		
Cre01.g004750	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre01.g036350	GMM:34.21;GMM:30.3;GMM:3.3	transport.calcium;signalling.calcium;minor CHO metabolism.sugar alcohols
Cre01.g016528	GMM:3.5	minor CHO metabolism.others
Cre01.g039750	GMM:26.1	misc.misc2
Cre01.g019000	GMM:20.1;GMM:2.1	stress.biotic;major CHO metabolism.synthesis
Cre01.g013350		
Cre01.g007400		
Cre01.g045700	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate
Cre01.g027400		
Cre01.g034451	GMM:29.5	protein.degradation
Cre01.g011901	GMM:14.1	S-assimilation.APS
Cre01.g016300		
Cre01.g007700	GMM:29.5	protein.degradation
Cre01.g055250	GMM:29.5.7	protein.degradation.metalloprotease
Cre01.g010864	GMM:29.2.5	protein.synthesis.release
Cre01.g055416	GMM:33.99	development.unspecified
Cre01.g001750	GMM:29.6.1;GMM:29.6	protein.folding.prefoldin and trigger factor;protein.folding
Cre01.g041850		
Cre01.g015150		
Cre01.g030750		
Cre01.g013600		
Cre01.g037600		
Cre01.g044950		
Cre01.g047550	GMM:30.5;GMM:3.5	signalling.G-proteins;minor CHO metabolism.others
Cre01.g006670		
Cre01.g025100		
Cre01.g011300	GMM:29.5.5	protein.degradation.serine protease
Cre01.g008600		
Cre01.g017400		
Cre01.g049900		
Cre01.g029000		
Cre01.g011350	GMM:27.2	RNA.transcription
Cre01.g047500		
Cre01.g053850	GMM:33.99;GMM:30.11;GMM:29.5.11.4.99	development.unspecified;signalling.light;protein.degradation.ubiquitin.E3.unspecified
Cre01.g004124		
Cre01.g048350	GMM:3.5;GMM:26.3;GMM:10.6.2	"minor CHO metabolism.others;misc.gluco-, galacto- and mannosidases;cell wall.degradation.mannan-xylose-arabinose-fucose"
Cre01.g055465	GMM:34.99;GMM:29.3.4.99	transport.misc;protein.targeting.secretory pathway.unspecified
Cre01.g058886	GMM:34.5	transport.ammonium
Cre01.g045450		
Cre01.g055300		
Cre01.g000700		
Cre01.g037050		
Cre01.g046950		
Cre01.g065822	GMM:31.6.1.3.2.1	cell.motility.eukaryotes.intraflagellar transport.IFT particle protein.complex A
Cre01.g005200	GMM:11.9.2	lipid metabolism.lipid degradation.lipases
Cre01.g053000	GMM:11.5.2	lipid metabolism.glycerol metabolism.glycerol-3-phosphate dehydrogenase (NAD+)
Cre01.g041200		
Cre01.g031750	GMM:29.2.2	protein.synthesis.ribosome biogenesis
Cre01.g048200	GMM:28.1;GMM:27.1.2	DNA.synthesis/chromatin structure;RNA.processing.RNA helicase
Cre01.g044000		
Cre01.g062902		
Cre01.g026150		
Cre01.g033200		
Cre01.g039000		
Cre01.g034950	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre01.g016950	GMM:29.4	protein.postranslational modification
Cre01.g035750		
Cre01.g006950	GMM:4.3.10;GMM:4.1.10;GMM:1.3.6	glycolysis.unclear/dually targeted.aldolase;glycolysis.cytosolic branch.aldolase;PS.calvin cycle.aldolase
Cre01.g031650		
Cre01.g050350	GMM:29.5.11.3	protein.degradation.ubiquitin.E2
Cre01.g000050		
Cre01.g043950		
Cre01.g039850	GMM:3.5;GMM:13.2.3.5.1;GMM:13.2.3.5	minor CHO metabolism.others;amino acid metabolism.degradation.aspartate family.lysine.lysine decarboxylase;amino acid metabolism.degradation.aspartate family.lysine
Cre01.g010100		
Cre01.g008900		
Cre01.g019200		
Cre01.g025950	GMM:35.1.5;GMM:33.99	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein;development.unspecified
Cre01.g030400		
Cre01.g041400		
Cre01.g005450	GMM:31.6.1.5.1	cell.motility.eukaryotes.radial spoke.head
Cre01.g038900	GMM:11.9.2.2	lipid metabolism.lipid degradation.lipases.acylglycerol lipase
Cre01.g050700		
Cre01.g048701	GMM:11.6	lipid metabolism.lipid transfer proteins etc
Cre01.g043200		
Cre01.g023800		
Cre01.g011050		
Cre01.g045850	GMM:30.2.17;GMM:27.1.19	signalling.receptor kinases.DUF 26;RNA.processing.ribonucleases
Cre01.g020141		
Cre01.g051700	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre01.g010832	GMM:29.5.3	protein.degradation.cysteine protease
Cre01.g020575	GMM:29.6.2.1	protein.folding.chaperones and co-chaperones.small HSPs
Cre01.g035300	GMM:26.8;GMM:22.1.5	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases;polyamine metabolism.synthesis.N-carbamoylputrescine amidohydrolase"
Cre01.g042600		
Cre01.g051400	GMM:29.3.4.1	protein.targeting.secretory pathway.ER
Cre01.g053750		
Cre01.g023400		
Cre01.g016570	GMM:30.6;GMM:29.4	signalling.MAP kinases;protein.postranslational modification
Cre01.g031450		
Cre01.g031850		
Cre01.g022650	GMM:26.8;GMM:23.2.1.5;GMM:23	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases;nucleotide metabolism.degradation.pyrimidine.beta-ureidopropionase;nucleotide metabolism"
Cre01.g014300		
Cre01.g052000	GMM:31.1	cell.organisation
Cre01.g018450		
Cre01.g020887	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre01.g009950		
Cre01.g009101	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre01.g035150		
Cre01.g036100		
Cre01.g008350		
Cre01.g051875		
Cre01.g049050		
Cre01.g031100	GMM:1.1.1	PS.lightreaction.photosystem II
Cre01.g006600	GMM:20.2.3	stress.abiotic.drought/salt
Cre01.g018750		
Cre01.g013200		
Cre01.g043650		
Cre01.g032650	GMM:7.2.2	OPP.non-reductive PP.transaldolase
Cre01.g021650		
Cre01.g018000	GMM:27.2	RNA.transcription
Cre01.g002400	GMM:11.9.2.1;GMM:11.9.2	lipid metabolism.lipid degradation.lipases.triacylglycerol lipase;lipid metabolism.lipid degradation.lipases
Cre01.g021200		
Cre01.g057791		
Cre01.g012000		
Cre01.g054500		
Cre01.g030200	GMM:29.4	protein.postranslational modification
Cre01.g071662	GMM:2.2.1.3;GMM:11.1.8	major CHO metabolism.degradation.sucrose.invertases;lipid metabolism.FA synthesis and FA elongation.acyl CoA ligase
Cre01.g041050	GMM:34.3	transport.amino acids
Cre01.g055408	GMM:2.2.1.3;GMM:11.1.8	major CHO metabolism.degradation.sucrose.invertases;lipid metabolism.FA synthesis and FA elongation.acyl CoA ligase
Cre01.g009601		
Cre01.g050800		
Cre01.g060347		
Cre01.g003532		
Cre01.g014400		
Cre01.g009676	GMM:33.99;GMM:27.3.3	"development.unspecified;RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"
Cre01.g022700		
Cre01.g004250	GMM:31.6.1.4.2	cell.motility.eukaryotes.axonemal dyneins.inner arm
Cre01.g043750		
Cre01.g054433		
Cre01.g003524	GMM:30.3;GMM:29.4	signalling.calcium;protein.postranslational modification
Cre01.g025767		
Cre01.g051500	GMM:1.1.99	PS.lightreaction.unspecified
Cre01.g008750		
Cre01.g008500		
Cre01.g010400		
Cre01.g001350	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre01.g002950		
Cre01.g011800	GMM:29.4	protein.postranslational modification
Cre01.g031350		
Cre01.g022850		
Cre01.g044850	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre01.g007300		
Cre01.g024650	GMM:30.6;GMM:29.4	signalling.MAP kinases;protein.postranslational modification
Cre01.g001600	GMM:35.1.9;GMM:31.1	not assigned.no ontology.BTB/POZ domain-containing protein;cell.organisation
Cre01.g009400	GMM:34.14	transport.unspecified cations
